Vehicle Type,State,Postcode,Fuel Type,2021-01-31,2022-01-31,2023-01-31
Light Commercial,VIC,3576,Other,0.0,0.0,0.0
Light Commercial,VIC,3622,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,3662,Dual fuel,0.0,0.0,3.0
Light Commercial,VIC,3727,Other,0.0,0.0,0.0
Light Commercial,VIC,3767,Other,0.0,0.0,0.0
Light Commercial,VIC,3778,Other,0.0,0.0,0.0
Light Commercial,VIC,3840,Electric,0.0,0.0,0.0
Light Commercial,VIC,3886,Other,3.0,0.0,0.0
Light Commercial,VIC,3910,Electric,0.0,0.0,0.0
Light Commercial,VIC,3912,Electric,0.0,0.0,0.0
Light Commercial,VIC,3920,Dual fuel,3.0,0.0,0.0
Light Commercial,VIC,3921,Other,0.0,0.0,0.0
Light Commercial,VIC,4005,Diesel,0.0,0.0,18.0
Light Commercial,VIC,4017,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4031,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4035,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4051,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4054,Diesel,3.0,0.0,0.0
Light Commercial,VIC,4065,Diesel,0.0,0.0,0.0
Light Commercial,VIC,4102,Diesel,6.0,0.0,0.0
Light Commercial,VIC,4102,Other,0.0,0.0,3.0
Light Commercial,VIC,4103,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4109,Diesel,0.0,0.0,0.0
Light Commercial,VIC,4123,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4124,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4124,Diesel,3.0,0.0,0.0
Light Commercial,VIC,4170,Other,0.0,0.0,3.0
Light Commercial,VIC,4184,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4205,Diesel,0.0,0.0,0.0
Light Commercial,VIC,4214,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4215,Other,0.0,0.0,3.0
Light Commercial,VIC,4218,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,4218,Other,0.0,0.0,0.0
Light Commercial,VIC,4224,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4227,Diesel,0.0,0.0,0.0
Light Commercial,VIC,4270,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4272,Diesel,0.0,0.0,0.0
Light Commercial,VIC,4301,Diesel,0.0,0.0,0.0
Light Commercial,VIC,4306,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4307,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4343,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4356,Diesel,3.0,0.0,0.0
Light Commercial,VIC,4365,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4370,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4371,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4401,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4421,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4427,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4465,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4470,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4506,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4508,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4510,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4550,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,4555,Petrol,3.0,0.0,0.0
Light Commercial,VIC,4557,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4564,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4570,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,4580,Diesel,3.0,0.0,3.0
Light Commercial,VIC,4660,Diesel,0.0,0.0,0.0
Light Commercial,VIC,4701,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4737,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4742,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4751,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4800,Petrol,0.0,0.0,3.0
Light Commercial,VIC,4810,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4811,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4817,Dual fuel,0.0,0.0,3.0
Light Commercial,VIC,4818,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,4821,Diesel,0.0,0.0,3.0
Light Commercial,VIC,4823,Diesel,0.0,0.0,0.0
Light Commercial,VIC,4852,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,4868,Diesel,0.0,0.0,0.0
Light Commercial,VIC,4872,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4873,Petrol,0.0,0.0,0.0
Light Commercial,VIC,4873,Dual fuel,0.0,0.0,3.0
Light Commercial,VIC,4880,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,4892,Diesel,0.0,0.0,3.0
Light Commercial,VIC,5010,Diesel,0.0,0.0,3.0
Light Commercial,VIC,5016,Diesel,0.0,0.0,4.0
Light Commercial,VIC,5018,Diesel,0.0,0.0,3.0
Light Commercial,VIC,5035,Other,0.0,0.0,0.0
Light Commercial,VIC,5043,Diesel,0.0,0.0,0.0
Light Commercial,VIC,5045,Diesel,0.0,0.0,3.0
Light Commercial,VIC,5048,Petrol,0.0,0.0,0.0
Light Commercial,VIC,5051,Diesel,3.0,0.0,3.0
Light Commercial,VIC,5084,Diesel,0.0,0.0,3.0
Light Commercial,VIC,5098,Petrol,0.0,0.0,3.0
Light Commercial,VIC,5107,Dual fuel,0.0,0.0,3.0
Light Commercial,VIC,5111,Diesel,0.0,0.0,3.0
Light Commercial,VIC,5116,Petrol,0.0,0.0,3.0
Light Commercial,VIC,5167,Diesel,3.0,0.0,3.0
Light Commercial,VIC,5171,Diesel,0.0,0.0,0.0
Light Commercial,VIC,5172,Petrol,0.0,0.0,3.0
Light Commercial,VIC,5173,Petrol,0.0,0.0,0.0
Light Commercial,VIC,5254,Diesel,0.0,0.0,0.0
Light Commercial,VIC,5275,Diesel,3.0,0.0,3.0
Light Commercial,VIC,5291,Petrol,3.0,0.0,0.0
Light Commercial,VIC,5333,Petrol,0.0,0.0,0.0
Light Commercial,VIC,5341,Diesel,0.0,0.0,0.0
Light Commercial,VIC,5482,Diesel,0.0,0.0,0.0
Light Commercial,VIC,5485,Petrol,0.0,0.0,0.0
Light Commercial,VIC,5558,Diesel,0.0,0.0,0.0
Light Commercial,VIC,5605,Petrol,0.0,0.0,3.0
Light Commercial,VIC,5607,Petrol,0.0,0.0,3.0
Light Commercial,VIC,5608,Petrol,3.0,0.0,3.0
Light Commercial,VIC,5690,Petrol,0.0,0.0,3.0
Light Commercial,VIC,5700,Petrol,0.0,0.0,3.0
Light Commercial,VIC,5700,Diesel,0.0,0.0,0.0
Light Commercial,VIC,5723,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6009,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6015,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6016,Petrol,0.0,0.0,3.0
Light Commercial,VIC,6019,Diesel,3.0,0.0,0.0
Light Commercial,VIC,6020,Petrol,0.0,0.0,0.0
Light Commercial,VIC,6023,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6024,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6025,Dual fuel,0.0,0.0,3.0
Light Commercial,VIC,6026,Petrol,0.0,0.0,3.0
Light Commercial,VIC,6031,Petrol,0.0,0.0,3.0
Light Commercial,VIC,6038,Petrol,0.0,0.0,0.0
Light Commercial,VIC,6061,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6063,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6066,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6073,Petrol,0.0,0.0,3.0
Light Commercial,VIC,6149,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6151,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6152,Petrol,0.0,0.0,3.0
Light Commercial,VIC,6153,Petrol,0.0,0.0,0.0
Light Commercial,VIC,6153,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6157,Petrol,0.0,0.0,0.0
Light Commercial,VIC,6159,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6162,Diesel,3.0,0.0,0.0
Light Commercial,VIC,6170,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6171,Dual fuel,0.0,0.0,0.0
Light Commercial,VIC,6171,Other,0.0,0.0,3.0
Light Commercial,VIC,6172,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6180,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6211,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6230,Petrol,0.0,0.0,3.0
Light Commercial,VIC,6275,Petrol,0.0,0.0,0.0
Light Commercial,VIC,6282,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6285,Petrol,0.0,0.0,3.0
Light Commercial,VIC,6321,Petrol,0.0,0.0,3.0
Light Commercial,VIC,6330,Petrol,0.0,0.0,0.0
Light Commercial,VIC,6409,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6431,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6432,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6502,Diesel,0.0,0.0,0.0
Light Commercial,VIC,6525,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6537,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6556,Diesel,0.0,0.0,3.0
Light Commercial,VIC,6718,Petrol,0.0,0.0,0.0
Light Commercial,VIC,6765,Diesel,0.0,0.0,0.0
Light Commercial,VIC,7004,Petrol,0.0,0.0,0.0
Light Commercial,VIC,7008,Petrol,0.0,0.0,0.0
Light Commercial,VIC,7010,Diesel,0.0,0.0,3.0
Light Commercial,VIC,7011,Diesel,0.0,0.0,3.0
Light Commercial,VIC,7050,Petrol,0.0,0.0,3.0
Light Commercial,VIC,7053,Petrol,0.0,0.0,3.0
Light Commercial,VIC,7140,Petrol,3.0,0.0,0.0
Light Commercial,VIC,7162,Petrol,0.0,0.0,3.0
Light Commercial,VIC,7163,Diesel,0.0,0.0,3.0
Light Commercial,VIC,7171,Petrol,0.0,0.0,3.0
Light Commercial,VIC,7172,Petrol,0.0,0.0,0.0
Light Commercial,VIC,7253,Diesel,0.0,0.0,0.0
Light Commercial,VIC,7302,Petrol,0.0,0.0,3.0
Light Commercial,VIC,7304,Diesel,3.0,0.0,0.0
Light Commercial,VIC,7321,Petrol,0.0,0.0,0.0
Light Commercial,VIC,7469,Diesel,0.0,0.0,0.0
Light Commercial,QLD,0829,Diesel,0.0,0.0,3.0
Light Commercial,QLD,0834,Petrol,0.0,0.0,0.0
Light Commercial,QLD,0840,Diesel,0.0,0.0,0.0
Light Commercial,QLD,0841,Petrol,0.0,0.0,0.0
Light Commercial,QLD,0845,Diesel,0.0,0.0,3.0
Light Commercial,QLD,0853,Diesel,0.0,0.0,3.0
Light Commercial,QLD,0871,Diesel,0.0,0.0,7.0
Light Commercial,QLD,0872,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2009,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,2015,Petrol,3.0,0.0,0.0
Light Commercial,QLD,2026,Diesel,3.0,0.0,3.0
Light Commercial,QLD,2030,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2031,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2042,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2050,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2062,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2074,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2075,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2092,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2096,Petrol,3.0,0.0,0.0
Light Commercial,QLD,2138,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2138,Diesel,0.0,0.0,8.0
Light Commercial,QLD,2163,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2172,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2175,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2175,Diesel,0.0,0.0,4.0
Light Commercial,QLD,2177,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2178,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2216,Diesel,3.0,0.0,3.0
Light Commercial,QLD,2217,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2223,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2224,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2234,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2260,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2261,Dual fuel,0.0,0.0,0.0
Light Commercial,QLD,2262,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2267,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2282,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2287,Diesel,33.0,0.0,6.0
Light Commercial,QLD,2292,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2303,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2324,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,2330,Petrol,3.0,0.0,3.0
Light Commercial,QLD,2359,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2423,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2440,Diesel,3.0,0.0,0.0
Light Commercial,QLD,2445,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2446,Diesel,3.0,0.0,3.0
Light Commercial,QLD,2466,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2478,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,2482,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,2506,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2533,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2536,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2550,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2557,Diesel,3.0,0.0,3.0
Light Commercial,QLD,2571,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2576,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2606,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2606,Diesel,0.0,0.0,4.0
Light Commercial,QLD,2640,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2649,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2649,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2663,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2663,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2705,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2711,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2722,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2737,Diesel,0.0,0.0,3.0
Light Commercial,QLD,2759,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2765,Diesel,3.0,0.0,3.0
Light Commercial,QLD,2766,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2767,Diesel,3.0,0.0,3.0
Light Commercial,QLD,2768,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2790,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2794,Petrol,0.0,0.0,3.0
Light Commercial,QLD,2800,Petrol,3.0,0.0,3.0
Light Commercial,QLD,2820,Diesel,0.0,0.0,0.0
Light Commercial,QLD,2821,Petrol,0.0,0.0,0.0
Light Commercial,QLD,2870,Diesel,3.0,0.0,3.0
Light Commercial,QLD,2904,Petrol,3.0,0.0,3.0
Light Commercial,QLD,2912,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3016,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3016,Diesel,3.0,0.0,0.0
Light Commercial,QLD,3028,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3033,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3041,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3060,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3070,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3071,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3074,Diesel,0.0,0.0,5.0
Light Commercial,QLD,3078,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3101,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3107,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3108,Diesel,0.0,0.0,15.0
Light Commercial,QLD,3111,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3116,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3124,Diesel,3.0,0.0,0.0
Light Commercial,QLD,3128,Petrol,0.0,0.0,3.0
Light Commercial,QLD,3136,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3142,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3171,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3173,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3204,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3223,Petrol,3.0,0.0,3.0
Light Commercial,QLD,3224,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3228,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3260,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3336,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3337,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3361,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3364,Petrol,0.0,0.0,3.0
Light Commercial,QLD,3377,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3414,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3444,Petrol,0.0,0.0,3.0
Light Commercial,QLD,3483,Petrol,0.0,0.0,3.0
Light Commercial,QLD,3485,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3500,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3500,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3500,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,3563,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3640,Petrol,0.0,0.0,3.0
Light Commercial,QLD,3670,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3675,Petrol,0.0,0.0,0.0
Light Commercial,QLD,3725,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3740,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3802,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3805,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,3820,Petrol,0.0,0.0,3.0
Light Commercial,QLD,3898,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3910,Other,0.0,0.0,0.0
Light Commercial,QLD,3934,Diesel,0.0,0.0,3.0
Light Commercial,QLD,3936,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3939,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3953,Diesel,0.0,0.0,0.0
Light Commercial,QLD,3995,Diesel,0.0,0.0,0.0
Light Commercial,QLD,4008,Electric,0.0,0.0,0.0
Light Commercial,QLD,4017,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4020,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4032,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4051,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4059,Other,3.0,0.0,3.0
Light Commercial,QLD,4064,Other,0.0,0.0,0.0
Light Commercial,QLD,4067,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,4069,Electric,0.0,0.0,3.0
Light Commercial,QLD,4070,Other,0.0,0.0,3.0
Light Commercial,QLD,4073,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4076,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4077,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4077,Electric,3.0,0.0,3.0
Light Commercial,QLD,4101,Other,3.0,0.0,0.0
Light Commercial,QLD,4102,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4104,Other,0.0,0.0,0.0
Light Commercial,QLD,4117,Electric,0.0,0.0,4.0
Light Commercial,QLD,4121,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4127,Electric,0.0,0.0,0.0
Light Commercial,QLD,4128,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4157,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4160,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4173,Other,0.0,0.0,0.0
Light Commercial,QLD,4207,Electric,0.0,0.0,3.0
Light Commercial,QLD,4208,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4208,Electric,0.0,0.0,0.0
Light Commercial,QLD,4214,Electric,0.0,0.0,3.0
Light Commercial,QLD,4215,Electric,0.0,0.0,3.0
Light Commercial,QLD,4216,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4216,Electric,0.0,0.0,0.0
Light Commercial,QLD,4217,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4220,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4220,Electric,0.0,0.0,0.0
Light Commercial,QLD,4275,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4287,Dual fuel,0.0,0.0,0.0
Light Commercial,QLD,4305,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4306,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4309,Other,0.0,0.0,3.0
Light Commercial,QLD,4313,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4355,Other,0.0,0.0,3.0
Light Commercial,QLD,4357,Other,0.0,0.0,3.0
Light Commercial,QLD,4382,Electric,0.0,0.0,3.0
Light Commercial,QLD,4390,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4390,Other,3.0,0.0,0.0
Light Commercial,QLD,4411,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,4455,Other,0.0,0.0,0.0
Light Commercial,QLD,4470,Other,0.0,0.0,0.0
Light Commercial,QLD,4492,Dual fuel,3.0,0.0,3.0
Light Commercial,QLD,4503,Electric,0.0,0.0,3.0
Light Commercial,QLD,4510,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4560,Electric,0.0,0.0,3.0
Light Commercial,QLD,4563,Electric,0.0,0.0,0.0
Light Commercial,QLD,4567,Electric,0.0,0.0,3.0
Light Commercial,QLD,4572,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4573,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4580,Other,0.0,0.0,0.0
Light Commercial,QLD,4581,Dual fuel,0.0,0.0,0.0
Light Commercial,QLD,4615,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4620,Other,0.0,0.0,0.0
Light Commercial,QLD,4627,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,4650,Electric,0.0,0.0,3.0
Light Commercial,QLD,4660,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4674,Other,0.0,0.0,0.0
Light Commercial,QLD,4703,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4726,Dual fuel,0.0,0.0,0.0
Light Commercial,QLD,4740,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4811,Other,0.0,0.0,0.0
Light Commercial,QLD,4815,Electric,0.0,0.0,3.0
Light Commercial,QLD,4817,Other,3.0,0.0,3.0
Light Commercial,QLD,4869,Other,0.0,0.0,0.0
Light Commercial,QLD,4870,Hybrid electric,0.0,0.0,0.0
Light Commercial,QLD,4879,Hybrid electric,0.0,0.0,3.0
Light Commercial,QLD,4886,Dual fuel,0.0,0.0,3.0
Light Commercial,QLD,4886,Electric,0.0,0.0,3.0
Light Commercial,QLD,5016,Petrol,0.0,0.0,3.0
Light Commercial,QLD,5024,Diesel,0.0,0.0,3.0
Light Commercial,QLD,5046,Diesel,0.0,0.0,0.0
Light Commercial,QLD,5065,Diesel,0.0,0.0,10.0
Light Commercial,QLD,5070,Petrol,0.0,0.0,3.0
Light Commercial,QLD,5082,Diesel,0.0,0.0,0.0
Light Commercial,QLD,5084,Diesel,0.0,0.0,3.0
Light Commercial,QLD,5086,Diesel,0.0,0.0,3.0
Light Commercial,QLD,5108,Diesel,0.0,0.0,3.0
Light Commercial,QLD,5111,Diesel,0.0,0.0,0.0
Light Commercial,QLD,5131,Diesel,0.0,0.0,3.0
Light Commercial,QLD,5214,Petrol,0.0,0.0,3.0
Light Commercial,QLD,5233,Diesel,0.0,0.0,0.0
Light Commercial,QLD,5269,Diesel,0.0,0.0,0.0
Light Commercial,QLD,5276,Diesel,0.0,0.0,3.0
Light Commercial,QLD,5278,Petrol,0.0,0.0,0.0
Light Commercial,QLD,5304,Diesel,0.0,0.0,3.0
Light Commercial,QLD,5485,Diesel,0.0,0.0,0.0
Light Commercial,QLD,5600,Diesel,0.0,0.0,0.0
Light Commercial,QLD,5608,Diesel,0.0,0.0,3.0
Light Commercial,QLD,6018,Petrol,0.0,0.0,3.0
Light Commercial,QLD,6028,Diesel,0.0,0.0,3.0
Light Commercial,QLD,6030,Diesel,0.0,0.0,3.0
Light Commercial,QLD,6036,Petrol,0.0,0.0,3.0
Light Commercial,QLD,6038,Petrol,0.0,0.0,3.0
Light Commercial,QLD,6056,Petrol,0.0,0.0,0.0
Light Commercial,QLD,6069,Diesel,0.0,0.0,0.0
Light Commercial,QLD,6076,Diesel,0.0,0.0,0.0
Light Commercial,QLD,6121,Diesel,0.0,0.0,0.0
Light Commercial,QLD,6153,Petrol,0.0,0.0,3.0
Light Commercial,QLD,6164,Petrol,3.0,0.0,3.0
Light Commercial,QLD,6166,Petrol,0.0,0.0,0.0
Light Commercial,QLD,6233,Diesel,0.0,0.0,0.0
Light Commercial,QLD,6286,Diesel,0.0,0.0,3.0
Light Commercial,QLD,6401,Diesel,0.0,0.0,3.0
Light Commercial,QLD,6707,Petrol,0.0,0.0,3.0
Light Commercial,QLD,6754,Diesel,0.0,0.0,0.0
Light Commercial,QLD,7008,Petrol,0.0,0.0,3.0
Light Commercial,QLD,7009,Petrol,3.0,0.0,0.0
Light Commercial,QLD,7017,Diesel,0.0,0.0,3.0
Light Commercial,QLD,7052,Diesel,0.0,0.0,0.0
Light Commercial,QLD,7256,Diesel,0.0,0.0,0.0
Light Commercial,QLD,7270,Diesel,0.0,0.0,3.0
Light Commercial,QLD,7320,Diesel,0.0,0.0,3.0
Light Commercial,SA,0834,Diesel,0.0,0.0,3.0
Light Commercial,SA,0838,Diesel,0.0,0.0,3.0
Light Commercial,SA,0845,Petrol,0.0,0.0,3.0
Light Commercial,SA,0851,Petrol,0.0,0.0,0.0
Light Commercial,SA,0860,Petrol,0.0,0.0,0.0
Light Commercial,SA,0873,Petrol,0.0,0.0,3.0
Light Commercial,SA,0875,Diesel,0.0,0.0,3.0
Light Commercial,SA,0886,Diesel,0.0,0.0,0.0
Light Commercial,SA,2010,Petrol,0.0,0.0,3.0
Light Commercial,SA,2011,Diesel,0.0,0.0,0.0
Light Commercial,SA,2018,Petrol,3.0,0.0,3.0
Light Commercial,SA,2019,Diesel,0.0,0.0,7.0
Light Commercial,SA,2067,Petrol,0.0,0.0,0.0
Light Commercial,SA,2074,Diesel,0.0,0.0,3.0
Light Commercial,SA,2077,Diesel,0.0,0.0,0.0
Light Commercial,SA,2089,Diesel,0.0,0.0,0.0
Light Commercial,SA,2094,Petrol,0.0,0.0,0.0
Light Commercial,SA,2096,Petrol,0.0,0.0,3.0
Light Commercial,SA,2099,Petrol,0.0,0.0,0.0
Light Commercial,SA,2101,Petrol,0.0,0.0,3.0
Light Commercial,SA,2102,Other,0.0,0.0,3.0
Light Commercial,SA,2103,Petrol,0.0,0.0,3.0
Light Commercial,SA,2115,Diesel,0.0,0.0,0.0
Light Commercial,SA,2121,Diesel,0.0,0.0,0.0
